usda_id,name,calories,protein,fat,carbohydrates,fiber,sugar,calcium,iron,potassium,sodium,vitamin_c,vitamin_a,vitamin_e,saturated_fat,cholesterol,common_weight_1,common_serving_1,common_weight_2,common_serving_2
8484,"Cereal,MALT-O-MEAL,RAISIN BRAN crunch",361,9,1.98,76.9,13.5,30.3,45,9.81,578,576,13,1260,0.69,0.476,1,59,1 cup,,
8349,"Cereal,MALT-O-MEAL,TOOTIE FRUITIES",401,5,3.29,87.9,2.5,45.7,407,15.5,131,464,70.3,4130,0.26,0.687,1,32,"1 cup,  (1 NLEA serving)",,
8502,"Cereal,NATURE'S PATH,OPTIMUM",345,14.55,4.55,73.37,18.2,29.09,455,4.91,751,418,2.2,0,0.62,0,0,55,1 cup,,
8503,"Cereal,NATURE'S PATH,OPTIMUM SLIM",327,16.36,4.55,69.09,20,18.18,455,4.91,956,527,0,0,0.84,0,0,55,1 cup,,
8305,"Cereal,OAT,CORN&WHEAT SQUARES,PRESWEETENED,MAPLE FLAV",430,6,9.8,79.9,1.8,40,20,6,133,383,0,2500,0.75,1.4,0,30,"1 cup,  (1 NLEA serving)",,
8192,"Cereal,POST BLUEBERRY MORNING",396,6.4,5.3,81.6,4.1,30,40,3.3,183,374,1,1364,1.54,0.6,0,55,"1.25 cup,  (1 NLEA serving)",,
8544,"Cereal,POST GREAT GRAINS CRANBERRY ALMOND CRUNCH",375,8.33,6.25,77.08,10.4,25,39,3.75,313,219,25,1563,2.7,0.801,0,51,".75 cup,  (1 NLEA serving)",,
8633,"Cereal,POST HONEY BUNCHES OF OATS with VANILLA BUNCHES",393,7.14,5.36,82.14,7.1,21.43,0,28.93,268,304,0,1339,0.79,0.642,0,56,"1 cup,  (1 NLEA serving)",,
8061,"Cereal,POST RAISIN BRAN crunch",320,8,1.7,78.1,13.7,32.1,52,18.3,539,424,0.8,1271,0.59,0.314,0,59,"1 cup,  (1 NLEA serving)",,
8076,"Cereal,POST TOASTIES CORN FLAKES",360,6.7,0.1,86.7,4.5,6.5,3,19.29,117,714,0,2681,0.25,0,0,28,"1 cup,  (1 NLEA serving)",21,"1 box,  single serving (.75 oz)"
8002,"Cereal,POST,ALPHA-BITS",385,8.1,3.8,83.7,5.7,35.5,29,6.4,217,634,21,2682,0.24,0.9,0,28,"1 cup,  (1 NLEA serving for adults)",21,".75 cup,  (1 serving for children under 4 years)"
8015,"Cereal,POST,COCOA PEBBLES",397,4.7,4.2,85.8,1.5,34.5,21,6,172,586,0,2500,0.13,3.45,0,30,".75 cup,  (1 NLEA serving)",,
8034,"Cereal,POST,FRUITY PEBBLES",400,4.3,4,86.2,0.8,38,17,6,67,630,20,2500,0.13,3.6,0,30,".75 cup,  (1 NLEA serving)",,
8073,"Cereal,POST,GOLDEN CRISP",390,5.8,1.3,90.7,2.8,50.9,15,6.7,176,94,0,2778,0.18,0.2,0,27,".75 cup,  (1 NLEA serving)",,
8038,"Cereal,POST,GRAPE-NUTS crunch",359,12.48,1.85,80.1,8.8,12.61,39,38.06,400,507,0,1769,0.64,0.305,0,58,".5 cup,  (1 NLEA serving)",,
8039,"Cereal,POST,GRAPE-NUTS FLAKES",369,9.5,3.7,81.9,9.8,15.1,40,28,340,431,0,2586,0.81,0.5,0,29,".75 cup,  (1 NLEA serving)",,
8081,"Cereal,POST,HONEY NUT SHREDDED WHEAT",374,8.4,2.9,83.6,10.7,20.7,38,28,349,102,0,0,1.2,0.4,0,59,"1 cup,  (1 NLEA serving)",,
8046,"Cereal,POST,HONEYCOMB crunch",396,6.2,3,87.4,3.2,32.4,16,8.4,156,541,0,2340,0.17,1.3,0,32,"1.5 cup,  (1 NLEA serving)",,
8191,"Cereal,POST,SHREDDED WHEAT,LIGHTLY Frosted,SPOON-SIZE",352,7.8,1.9,83.8,9.6,22.3,13,3.46,327,19,0,0,0.32,0.3,0,52,"1 cup,  (1 NLEA serving)",,
8148,"Cereal,POST,SHREDDED WHEAT,SPOON-SIZE",351,11.8,2.1,81.4,12.4,0.9,58,2.5,387,2,0,0,0.65,0.4,0,49,"1 cup,  (1 NLEA serving)",,
8632,"Cereal,QUAKER SQUARES,GOLDEN MAPLE",380,11.29,4.84,78.02,8.3,16.78,203,28.93,363,345,11.5,996,2.99,0.873,0,56,"1 cup,  (1 NLEA serving)",,
8054,"Cereal,QUAKER,100% NAT GRANOLA,OATS,WHEAT & HONEY",421,10.55,11.62,73.65,10.2,20.34,109,2.81,483,50,0.2,8,1.3,1.265,2,51,".5 cup,  (1 NLEA serving)",,
8010,"Cereal,QUAKER,CAP'N CRUNCH",398,4.39,5.12,85.51,2.5,44.32,11,19.42,186,754,0,148,0.62,3.346,0,27,".75 cup,  (1 NLEA serving)",,
8011,"Cereal,QUAKER,CAP'N CRUNCH with CRUNCHBERRIES",397,4.45,4.83,85.9,2.6,44.2,11,19.88,187,725,0.1,149,0.63,3.076,0,26,".75 cup,  (1 NLEA serving)",,
8625,"Cereal,QUAKER,CAP'N CRUNCH'S HALLOWEEN CRUNCH",401,4.41,5.66,85.14,2.5,43.82,11,19.69,185,719,0.1,147,0.42,3.115,0,26,".75 cup,  (1 NLEA serving)",,
8629,"Cereal,QUAKER,CAP'N CRUNCH'S OOPS! ALL BERRIES crunch",395,4.6,3.99,87.1,2.6,44.18,11,21.57,189,637,0.4,150,0.63,2.291,0,32,"1 cup,  (1 NLEA serving)",,
8012,"Cereal,QUAKER,CAP'N CRUNCH'S peanut BUTTER CRUNCH",417,7.1,9.23,78.65,2.7,33.36,9,18.36,236,742,0,150,0.68,4.05,0,27,".75 cup,  (1 NLEA serving)",,
8550,"Cereal,QUAKER,CHRISTMAS CRUNCH",397,4.44,4.83,85.92,2.6,44.31,11,19.78,186,724,0.1,148,0.42,3.081,0,26,"1 serving,  (1 NLEA serving)",,
8361,"Cereal,QUAKER,HONEY GRAHAM BAGGED crunch",395,5.6,5.24,83.64,2.8,38.37,35,17.68,234,825,23.6,1965,,1.31,0,,,,
8211,"Cereal,QUAKER,HONEY GRAHAM OH!S",412,4.02,7.45,83.76,2,43.23,10,42.49,163,606,0,2,0.51,5.572,0,27,".75 cup,  (1 NLEA serving)",,
8047,"Cereal,QUAKER,KING VITAMAN",381,6.41,3.44,83.85,3.4,20.27,10,29,268,825,40,3352,4.55,1.584,0,31,"1.5 cup,  (1 NLEA serving)",,
8220,"Cereal,QUAKER,low-fat 100% NAT GRANOLA with RAISINS",388,8.42,5.52,80.57,9.6,25.65,65,2.58,431,234,0.4,21,1.07,0.97,1,55,".666 cup,  (1 NLEA serving)",,
8628,"Cereal,QUAKER,MAPLE BROWN SUGAR LIFE crunch",373,9.17,4.06,78.86,6.3,24.9,349,28.69,262,477,0,37,0.56,0.765,0,32,".75 cup,  (1 NLEA serving)",,
8353,"Cereal,QUAKER,MOTHER'S cinnamon OAT CRUNCH",380,10.49,4.64,79.21,8.3,25.07,74,3.6,537,419,0.1,9,,0.79,0,60,"1 cup,  (1 NLEA serving)",,
8355,"Cereal,QUAKER,MOTHER'S COCOA BUMPERS",376,5.08,1.74,87.64,3.1,41.84,139,5.29,787,473,0,164,,0.31,0,33,"1 cup,  (1 NLEA serving)",,
8354,"Cereal,QUAKER,MOTHER'S GROOVY GRAHAMS",372,5.44,1.63,86.38,3,44.82,138,4.97,755,823,0,145,,0.28,0,,,,
8351,"Cereal,QUAKER,MOTHER'S peanut BUTTER BUMPERS crunch",403,8.28,7.34,78.27,2.9,29.51,100,4.03,648,774,0,147,,1.44,0,33,"1 cup,  (1 NLEA serving)",,
8352,"Cereal,QUAKER,MOTHER'S toasted OAT BRAN crunch,BROWN SUGAR",373,11.9,5.17,74.92,8.9,15.5,66,4.11,490,632,0,71,,0.89,,32,".75 cup,  (1 NLEA serving)",,
8215,"Cereal,QUAKER,QUAKER cinnamon OATMEAL SQUARES",379,11.22,4.89,78.07,8.7,16.6,212,29.52,364,341,12,1002,3.09,0.881,0,56,"1 cup,  (1 NLEA serving)",,
8018,"Cereal,QUAKER,QUAKER CRUNCHY BRAN",331,6.37,4.06,83.68,15.3,20.66,71,30.98,239,759,0,154,0.67,2.03,0,27,".75 cup,  (1 NLEA serving)",,
8218,"Cereal,QUAKER,QUAKER GRANOLA with OATS,WHEAT& RAISINS",412,9.66,10.38,74.67,9.4,24.63,101,2.69,501,54,0.5,8,1.15,1.146,2,51,".5 cup,  (1 NLEA serving)",,
8549,"Cereal,QUAKER,QUAKER HONEY GRAHAM LIFE crunch",373,9.33,4.14,78.56,6.3,23.12,366,29.73,269,488,0,38,0.57,0.77,0,32,".75 cup,  (1 NLEA serving)",,
8216,"Cereal,QUAKER,QUAKER OAT BRAN crunch",372,12.38,5.11,74.89,9.9,16.34,191,29.95,438,364,11.6,965,2.47,0.91,0,57,1.25 cup,,
8210,"Cereal,QUAKER,QUAKER OAT cinnamon LIFE",373,9.01,4.05,79.16,6.2,26.06,347,23.23,256,479,0.1,35,0.54,0.763,0,32,".75 cup,  (1 NLEA serving)",,
8049,"Cereal,QUAKER,QUAKER OAT LIFE,plain",374,9.98,4.43,77.74,6.6,19.43,351,29.33,283,501,0,40,0.61,0.834,0,32,".75 cup,  (1 NLEA serving)",21,.5 cup
8214,"Cereal,QUAKER,QUAKER OATMEAL SQUARES",379,11.38,4.83,77.77,8.3,16.62,203,29.3,363,345,11.5,995,2.99,0.873,0,56,"1 cup,  (1 NLEA serving)",,
8066,"Cereal,QUAKER,QUAKER PUFFED RICE",383,7.01,0.9,87.78,1.4,0,9,2.86,116,5,0,0,0.1,0.325,0,14,".75 cup,  (1 NLEA serving)",,
8146,"Cereal,QUAKER,QUAKER PUFFED WHEAT",366,16.26,2.15,76.39,9.4,1.37,24,4.41,364,5,0,11,0,0.413,0,15,"1 cup,  (1 NLEA serving)",,
