usda_id,name,calories,protein,fat,carbohydrates,fiber,sugar,calcium,iron,potassium,sodium,vitamin_c,vitamin_a,vitamin_e,saturated_fat,cholesterol,common_weight_1,common_serving_1,common_weight_2,common_serving_2
11809,"PEAS,EDIBLE-PODDED,cooked, boiled, drained, with salt",40,3.27,0.23,6.46,2.8,3.99,42,1.97,240,240,47.9,1030,0.39,0.044,0,160,1 cup,,
11810,"PEAS,EDIBLE-PODDED,frozen,cooked, boiled, drained, with salt",50,3.5,0.38,8.43,3.1,4.82,59,2.4,217,241,22,1311,0.47,0.073,0,160,1 cup,253,"1 package,  (10 oz) yields"
11303,"PEAS,EDIBLE-PODDED,frozen,cooked, boiled, drained, without salt",52,3.5,0.38,9.02,3.1,4.82,59,2.4,217,5,22,1311,0.47,0.073,0,160,1 cup,253,"1 package,  (10 oz) yields"
11302,"PEAS,EDIBLE-PODDED,frozen,unprepared",42,2.8,0.3,7.2,3.1,,50,2,192,4,22,140,,0.058,0,144,1 cup,284,"1 package,  (10 oz)"
11300,"PEAS,EDIBLE-PODDED,RAW",42,2.8,0.2,7.55,2.6,4,43,2.08,200,4,60,1087,0.39,0.039,0,98,"1 cup, chopped",63,"1 cup, whole"
11304,"PEAS,GREEN,RAW",81,5.42,0.4,14.45,5.1,5.67,25,1.47,244,5,40,765,0.13,0.071,0,145,1 cup,,
11308,"PEAS,green (INCLUDES BABY  and  LESUER TYPES), canned, drained solid,unprepared",68,4.47,0.8,11.36,4.9,2.99,23,1.18,106,273,4.2,865,0.38,0.143,0,175,1 cup,313,"1 can,  (303 x 406)"
11811,"PEAS, green, cooked, boiled, drained, with salt",84,5.36,0.22,15.63,5.5,5.93,27,1.54,271,239,14.2,801,0.14,0.039,0,160,1 cup,,
11305,"PEAS, green, cooked, boiled, drained, without salt",84,5.36,0.22,15.63,5.5,5.93,27,1.54,271,3,14.2,801,0.14,0.039,0,160,1 cup,,
11311,"PEAS, green,  canned, drained solid,RINSED IN TAP water",71,4.33,0.95,11.82,,,24,1.09,105,231,9.3,,,0.17,0,257,1 can,163,1 cup
11813,"PEAS, green,  canned,NO SALT, drained solid",69,4.42,0.35,12.58,4.1,4.16,20,0.95,173,2,9.6,533,0.03,0.062,0,85,.5 cup,313,"1 can,  (303 x 406)"
11812,"PEAS, green,  canned,NO SALT, solids and liquids",53,3.19,0.3,9.75,3.3,3.2,18,1.02,100,9,9.8,1444,0.02,0.054,0,124,.5 cup,482,"1 can,  (303 x 406)"
